M1	M2	distance	distance_zscore
25	5	818.391174	0.787932
25	6	858.730530	1.071677
25	7	796.674561	0.635179
25	8	714.656738	0.058270
25	14	785.263794	0.554916
25	15	825.251587	0.836188
25	16	815.807007	0.769756
25	17	769.585999	0.444640
25	18	726.777100	0.143524
25	21	571.114990	-0.951395
25	22	642.266663	-0.450918
25	23	584.970764	-0.853934
25	24	457.436646	-1.751002
26	3	760.762756	0.382577
26	4	742.603027	0.254843
26	5	839.503723	0.936437
26	6	869.580444	1.147995
26	7	811.117249	0.736768
26	8	818.090210	0.785815
26	14	774.104553	0.476423
26	15	806.528564	0.704491
26	16	795.413574	0.626309
26	17	805.952637	0.700440
26	18	768.952393	0.440183
26	21	722.192627	0.111277
26	22	785.928162	0.559589
26	23	886.426453	1.266489
26	24	532.085632	-1.225925
26	25	256.264465	-3.166036
27	3	618.001221	-0.621600
27	4	609.693176	-0.680038
27	5	765.959656	0.419132
27	6	732.082397	0.180841
27	7	561.229675	-1.020928
27	8	233.986389	-3.322739
27	14	676.477112	-0.210283
27	15	719.031250	0.089040
27	16	755.320068	0.344294
27	17	672.486023	-0.238357
27	18	593.029846	-0.797247
27	21	521.509094	-1.300320
27	22	623.818970	-0.580678
27	23	738.463440	0.225725
27	24	745.951233	0.278394
27	25	725.063477	0.131470
27	26	829.744629	0.867792
29	3	771.455261	0.457788
29	4	722.061584	0.110355
29	5	765.108765	0.413147
29	6	790.504517	0.591779
29	7	741.108154	0.244328
29	8	627.917175	-0.551851
29	14	728.545105	0.155960
29	15	769.773193	0.445956
29	16	845.363892	0.977657
29	17	409.313599	-2.089497
29	18	178.820831	-3.710771
29	21	416.763397	-2.037096
29	22	723.821777	0.122736
29	23	805.135620	0.694694
29	24	809.673218	0.726611
29	25	779.583435	0.514961
29	26	794.386230	0.619083
29	27	659.368286	-0.330626
31	3	738.453918	0.225658
31	4	730.464844	0.169463
31	5	784.190491	0.547367
31	6	817.359680	0.780677
31	7	779.727295	0.515973
31	8	705.876587	-0.003489
31	14	250.419769	-3.207148
31	15	316.277954	-2.743905
31	16	817.398315	0.780949
31	17	744.499268	0.268181
31	18	700.484070	-0.041420
31	21	653.741089	-0.370207
31	22	729.155273	0.160252
31	23	843.429260	0.964049
31	24	868.799683	1.142503
31	25	794.599182	0.620581
31	26	784.637390	0.550510
31	27	702.682434	-0.025957
31	29	732.332520	0.182601
32	3	812.859131	0.749020
32	4	770.797607	0.453162
32	5	829.690247	0.867410
32	6	859.904358	1.079934
32	7	824.366638	0.829964
32	8	762.833984	0.397146
32	14	857.375916	1.062149
32	15	861.851013	1.093627
32	16	898.465942	1.351174
32	17	856.461975	1.055720
32	18	821.530823	0.810017
32	21	795.832214	0.629254
32	22	860.618652	1.084958
32	23	895.800781	1.332428
32	24	901.724609	1.374095
32	25	895.906921	1.333174
32	26	900.213379	1.363465
32	27	764.260315	0.407179
32	29	834.479736	0.901099
32	31	870.058594	1.151358
