9:14:0.00000
84:14:0.00000
6:33,40,41,42:0.00000
8:82:0.00000
55:48:0.00000
14,20,25:65,66:0.00000
7,8:7,9:0.66020
66:7,9:0.00000
15:19:0.65380
80:65,66:0.00000
14,15,25:10:0.00000
10:48:0.00000
9:48:0.00000
81:14:0.42660
7:7,9:0.75570
11,84:55,56:0.00000
14,24,25:14:1.00000
66:55:0.66740
64:55,56:0.40380
15:6:0.00000
80:11:0.00000
14,15,25:19:0.69270
10:65,66:0.00000
14:65,66:0.00000
15:14,20,25:0.90480
14,15,25:78:0.00000
46:7,8:0.00000
81:11,84:-0.07320
19:11,84:0.00000
7:14:0.00000
84:78:0.00000
8:6:0.63480
6,8:55,56:0.00000
6:14,24,25:0.00000
14,24,25:7,9:0.00000
8:14,20,25:0.00000
11:14:0.00000
55:11:0.00000
66:84:0.00000
64:33,40,41,42:0.00000
80:81:-0.03910
78:82:0.22140
10:11,84:0.54830
15:33,40,41,42:0.00000
7,9:65,66:0.00000
14,15,25:48:0.00000
33,40,41,42:7,9:0.00000
46:7,9:0.00000
81:19:0.24290
19:65,66:0.00000
7:11:0.43260
84:48:0.27350
6,8:55:0.00000
6:82:0.00000
8:33,40,41,42:0.00000
55:14:0.00000
64:14,20,25:0.00000
14,20,25:7,9:0.00000
80:7:0.00000
78:14,24,25:0.00000
7,8:14,24,25:0.00000
10:81:0.00000
15:10:0.00000
48:55,56:0.00000
7:19:0.00000
84:65,66:0.00000
6,8:7:0.62640
8:55,56:0.00000
14,20,25:14:0.97620
7,8:55,56:0.00000
66:48:0.00000
15:81:0.35510
80:9:0.00000
14,15,25:7:0.00000
10:7,9:0.59300
15:14,24,25:0.92860
48:33,40,41,42:0.00000
9:82:0.00000
46:11,84:0.06810
81:33,40,41,42:0.00000
6:84:0.24560
7:48:0.00000
6,8:9:0.55740
11,84:7,9:0.42730
14,24,25:65,66:0.00000
11:48:0.00000
66:7,8:0.00000
64:82:0.27480
80:11,84:0.00000
78:33,40,41,42:0.00000
14,15,25:81:0.40280
10:78:0.00000
15:64:0.00000
14,15,25:14,24,25:0.97620
46:78:0.00000
81:11:0.00000
19:64:0.00000
6:6,8:0.81740
7:7,8:0.80900
84:7,8:0.20790
8:46:0.00000
6,8:82:0.00000
6:78:0.00000
8:64:0.00000
11:65,66:0.00000
66:7:0.00000
64:55:0.48260
80:19:0.00000
78:55,56:0.43330
10:6:0.43640
15:9:0.00000
7,9:14:0.00000
14,15,25:82:0.30080
33,40,41,42:55,56:0.00000
46:48:0.54180
19:9:0.00000
84:7,9:0.28500
6,8:14,24,25:0.00000
6:48:0.00000
8:9:0.51130
11:11,84:0.81720
55:33,40,41,42:0.00000
14,20,25:48:0.00000
78:55:0.51940
7,8:9:0.51130
10:19:0.00000
66:65,66:0.91570
48:82:0.21760
9:33,40,41,42:0.00000
7:81:0.00000
6,8:84:0.24290
7,8:82:0.00000
10:66:0.00000
66:11,84:0.00000
15:6,8:0.00000
80:33,40,41,42:0.00000
14,15,25:6:0.00000
55,56:65,66:0.71840
10:55,56:0.00000
15:55:0.00000
14,15,25:14,20,25:0.95240
9:55,56:0.00000
46:11:0.00000
81:9:0.00000
19:55:0.00000
6:46:0.00000
7:82:0.00000
84:46:0.13620
8:6,8:0.81740
6,8:33,40,41,42:0.00000
11,84:48:0.13670
6:11:0.53050
14,24,25:9:0.00000
11:7,9:0.56950
55:14,24,25:0.00000
66:78:0.37470
64:48:-0.27530
80:64:0.47480
78:9:0.00000
10:7,8:0.44620
15:82:0.25320
14,15,25:55:0.00000
46:65,66:0.00000
81:14,20,25:0.43750
19:14,20,25:0.69270
7:78:0.00000
84:55:0.00000
8:84:0.24020
6,8:64:0.00000
6:7,8:0.63480
14,24,25:11,84:0.00000
8:11,84:0.37570
66:6:0.00000
64:14,24,25:0.00000
14,20,25:14,24,25:0.97620
80:8:0.00000
78:14,20,25:0.00000
7,8:14,20,25:0.00000
10:7:0.48840
15:80:0.00000
14,15,25:55,56:0.00000
33,40,41,42:82:0.00000
19:33,40,41,42:0.00000
84:55,56:0.00000
6:7,9:0.61920
8:65,66:0.00000
55:9:0.00000
14,20,25:82:0.30080
80:66:0.00000
7,8:33,40,41,42:0.00000
66:14:0.00000
80:55,56:0.09080
14,15,25:80:0.00000
6,8:46:0.00000
81:82:0.35030
19:46:0.00000
11,84:65,66:0.00000
66:11:0.00000
15:8:0.00000
80:55:0.18160
14,15,25:46:0.00000
10:82:0.00000
15:7,8:0.00000
14,15,25:64:0.00000
46:14,20,25:0.00000
81:14,24,25:0.42660
19:14,24,25:0.71220
7:55,56:0.00000
84:64:-0.42140
6,8:14:0.00000
6:11,84:0.38810
14,24,25:33,40,41,42:0.00000
8:7,8:0.80900
11:55,56:0.00000
66:19:0.00000
64:7,9:0.00000
80:14,20,25:0.00000
78:65,66:0.43800
10:55:0.00000
15:55,56:0.00000
7,9:82:0.00000
14,15,25:33,40,41,42:0.00000
46:14:0.00000
81:64:0.09130
19:55,56:0.00000
7:14,24,25:0.00000
84:14,24,25:0.00000
6,8:14,20,25:0.00000
6:14:0.00000
8:11:0.51130
55:82:0.14550
14,20,25:55:0.00000
80:6,8:0.00000
78:64:0.55850
7,8:11:0.47200
10:84:0.39900
7:46:0.00000
84:82:-0.25630
8:14:0.00000
14,20,25:55,56:0.00000
7,8:14:0.00000
66:33,40,41,42:0.00000
15:46:0.00000
80:82:0.15410
14,15,25:15:0.95240
10:9:0.69760
48:7,9:0.00000
9:65,66:0.00000
81:55,56:0.00000
7:33,40,41,42:0.00000
11,84:14:0.00000
14,24,25:55,56:0.00000
66:14,20,25:0.00000
64:14:0.00000
80:14,24,25:0.00000
14,15,25:84:0.00000
10:64:0.00000
14:82:0.32460
15:78:0.00000
14,15,25:11,84:0.00000
46:64:-0.24350
81:55:0.00000
19:78:0.00000
6:7:0.63480
7:14,20,25:0.00000
84:14,20,25:0.00000
8:19:0.00000
6,8:65,66:0.00000
6:64:0.00000
8:78:0.00000
11:82:0.00000
66:81:0.00000
64:11:0.00000
80:84:0.00000
78:14:0.00000
10:14,24,25:0.00000
15:7,9:0.00000
7,9:55,56:0.00000
14,15,25:9:0.00000
33,40,41,42:14:0.00000
46:33,40,41,42:0.00000
81:46:0.20580
19:82:0.15950
7:55:0.00000
84:9:0.39440
6,8:11:0.52090
6:65,66:0.00000
8:7,9:0.56470
55:55,56:0.78430
64:7,8:0.00000
14,20,25:33,40,41,42:0.00000
78:11,84:0.00000
7,8:11,84:0.33990
10:46:0.00000
66:82:0.08410
48:14:0.00000
7:84:0.17560
6,8:81:0.00000
7,8:65,66:0.00000
66:9:0.00000
15:84:0.00000
80:48:0.00000
14,15,25:6,8:0.00000
55,56:82:0.18520
10:33,40,41,42:0.00000
15:11,84:0.00000
