9:14,15,20,24,25:0.00000
66:19:0.00000
33,40,41,42:82:0.00000
55:82:0.14550
80:6:0.00000
64:14,15,20,24,25:0.00000
81:33,40,41,42:0.00000
84:7,8:0.20790
46:55:0.00000
78:55,56:0.43330
6,8:48:0.00000
7:55,56:0.00000
81:55:0.00000
19:14,15,20,24,25:0.68890
8:81:0.00000
6:65,66:0.00000
7:81:0.00000
10:9:0.69760
66:6:0.00000
8:7,9:0.56470
15:7,9:0.00000
11,84:9:0.55040
66:65,66:0.91570
8:7,8:0.80900
7,9:55,56:0.00000
11:48:0.00000
48:33,40,41,42:0.00000
33,40,41,42:14,15,20,24,25:0.00000
7,8:9:0.51130
55:33,40,41,42:0.00000
9:82:0.00000
80:9:0.00000
64:82:0.27480
7,8:11,84:0.33990
81:82:0.35030
84:11,84:0.81720
46:9:0.00000
78:33,40,41,42:0.00000
6:7,8:0.63480
6,8:33,40,41,42:0.00000
7:9:0.51130
10:78:0.00000
19:48:0.00000
8:7:0.61810
15:55:0.00000
6:48:0.00000
10:55,56:0.00000
80:78:0.36940
8:65,66:0.00000
15:9:0.00000
80:6,8:0.00000
11,84:7,9:0.42730
66:7,9:0.00000
80:11,84:0.00000
11:65,66:0.00000
7,8:55,56:0.00000
55:48:0.00000
84:55,56:0.00000
46:78:0.00000
64:33,40,41,42:0.00000
6,8:19:0.00000
80:84:0.00000
81:14,15,20,24,25:0.41880
19:11,84:0.00000
46:82:0.15410
78:11,84:0.00000
6:11,84:0.38810
6,8:82:0.00000
7:11,84:0.30410
81:84:-0.14650
19:33,40,41,42:0.00000
10:80:0.00000
15:78:0.00000
84:65,66:0.00000
8:55,56:0.00000
10:15:0.00000
80:66:0.00000
11,84:65,66:0.00000
66:7,8:0.00000
80:11:0.00000
80:55:0.18160
48:14,15,20,24,25:0.00000
10:7:0.48840
7,8:65,66:0.00000
84:9:0.39440
84:19:0.00000
80:65,66:0.00000
64:55:0.48260
6,8:55:0.00000
81:46:0.20580
80:7,9:0.00000
8:15:0.00000
78:7,8:0.00000
6:78:0.00000
7:78:0.00000
10:7,8:0.44620
66:84:0.00000
10:6:0.43640
15:82:0.25320
80:33,40,41,42:0.00000
80:64:0.47480
8:19:0.00000
6,8:7:0.62640
6:7:0.63480
66:46:0.00000
55:65,66:0.74410
15:81:0.35510
6:84:0.24560
81:7,9:0.00000
84:64:-0.42140
46:7,8:0.00000
78:65,66:0.43800
80:46:0.00000
6,8:11:0.52090
7:14,15,20,24,25:0.00000
81:11:0.00000
19:55,56:0.00000
6:55,56:0.00000
7:46:0.00000
10:48:0.00000
8:33,40,41,42:0.00000
15:14,15,20,24,25:0.92860
55,56:82:0.18520
84:82:-0.25630
66:82:0.08410
8:11,84:0.37570
7,9:14,15,20,24,25:0.00000
11:33,40,41,42:0.00000
66:78:0.37470
33,40,41,42:55,56:0.00000
7,8:48:0.00000
55:55,56:0.78430
