9:14,24,25:0.00000
6,8:33,40,41,42:0.00000
11,84:14,24,25:0.00000
11:55,56:0.00000
66:7,8:0.00000
78:14,24,25:0.00000
80:11:0.00000
10:78:0.00000
14,24,25:82:0.32460
14,15,25:46:0.00000
19:78:0.00000
7:14,20,25:0.00000
84:46:0.13620
15:6,8:0.00000
6,8:7,8:0.72190
81:7,8:0.00000
8:84:0.24020
6:65,66:0.00000
15:78:0.00000
8:46:0.00000
55:82:0.14550
66:7:0.00000
78:55:0.51940
80:81:-0.03910
46:14,24,25:0.00000
10:11:0.69760
14,15,25:7,9:0.00000
7,9:55,56:0.00000
33,40,41,42:14,24,25:0.00000
19:33,40,41,42:0.00000
7:19:0.00000
84:82:-0.25630
6,8:14,20,25:0.00000
81:9:0.00000
6:55:0.00000
15:65,66:0.00000
8:7,9:0.56470
14,20,25:55,56:0.00000
78:64:0.55850
7,8:33,40,41,42:0.00000
46:11,84:0.06810
64:11,84:-0.21070
10:19:0.00000
66:82:0.08410
48:14,24,25:0.00000
6,8:81:0.00000
6:7:0.63480
64:65,66:0.40740
66:9:0.00000
14,15,25:81:0.40280
80:48:0.00000
55,56:82:0.18520
10:33,40,41,42:0.00000
14,15,25:11,84:0.00000
